timestamp,thigh_acc_x,thigh_acc_y,thigh_acc_z,thigh_gyro_x,thigh_gyro_y,thigh_gyro_z,thigh_mag_x,thigh_mag_y,thigh_mag_z,shank_acc_x,shank_acc_y,shank_acc_z,shank_gyro_x,shank_gyro_y,shank_gyro_z,shank_mag_x,shank_mag_y,shank_mag_z,foot_acc_x,foot_acc_y,foot_acc_z,foot_gyro_x,foot_gyro_y,foot_gyro_z,foot_mag_x,foot_mag_y,foot_mag_z,foot_euler_x,foot_euler_y,foot_euler_z,perturbation_event
37.435,9.3182,2.3439,-1.7406,-0.049,0.0128,0.0096,-70.2,3.9,-43.2,9.7707,-0.0622,0.5411,0.0,0.0341,-0.0187,-27.3,13.95,2.25,-3.62,-4.81,-7.64,0.011999134317000549,0.0032724911773637858,-0.004363321569818381,-7.875,-6.5625,21.25,242.125,-21.25,147.375,0
37.444,9.3422,2.3703,-1.549,-0.0605,0.0093,0.0083,-71.7,1.95,-43.95,9.6869,-0.103,0.5124,0.0008,0.0413,-0.0197,-27.3,13.95,2.25,-3.64,-4.81,-7.63,0.009817473532091357,0.0032724911773637858,-0.0032724911773637858,-7.875,-6.5625,21.25,242.125,-21.25,147.375,0
37.454,9.3494,2.2625,-1.4653,-0.0554,0.0053,-0.0011,-71.55,3.3,-43.8,9.7276,-0.0646,0.4262,-0.0184,0.0466,-0.0179,-27.75,13.65,1.5,-3.61,-4.83,-7.6,0.010908303924545953,0.0032724911773637858,-0.004363321569818381,-7.875,-6.5625,21.25,242.125,-21.25,147.375,0
37.459,9.3494,2.2625,-1.4653,-0.0554,0.0053,-0.0011,-70.05,4.05,-44.25,9.7923,-0.1365,0.4214,-0.0141,0.0472,-0.0101,-26.7,13.2,2.25,-3.61,-4.83,-7.6,0.011999134317000549,0.0021816607849091904,-0.004363321569818381,-7.0625,-6.5625,22.0625,242.125,-21.25,147.3125,0
37.465,9.3158,2.1811,-1.4581,-0.0248,0.0008,-0.0125,-70.05,4.05,-44.25,9.7923,-0.1365,0.4214,-0.0141,0.0472,-0.0101,-28.5,14.4,1.5,-3.63,-4.81,-7.62,0.011999134317000549,0.0021816607849091904,-0.004363321569818381,-7.0625,-6.5625,22.0625,242.125,-21.25,147.3125,0
37.475,9.2895,2.1859,-1.6376,0.0104,0.0059,-0.0141,-71.1,4.5,-43.8,9.7947,-0.1149,0.486,-0.0069,0.0461,-0.0163,-27.3,12.45,1.2,-3.63,-4.8,-7.63,0.008726643139636761,0.004363321569818381,-0.0021816607849091904,-7.0625,-6.5625,22.0625,242.125,-21.25,147.3125,0
37.485,9.3302,2.2266,-1.6951,0.0096,0.0032,-0.0109,-70.5,3.45,-45.15,9.7636,-0.158,0.5243,-0.024,0.0456,-0.0192,-28.8,13.95,1.5,-3.6,-4.81,-7.61,0.009817473532091357,0.0032724911773637858,-0.004363321569818381,-7.0625,-6.5625,22.0625,242.125,-21.25,147.3125,0
37.494,9.2057,2.3104,-1.7549,0.0008,0.0024,-0.0091,-71.55,3.6,-44.55,9.7516,-0.1077,0.4764,-0.0179,0.0405,-0.016,-28.8,13.95,1.5,-3.63,-4.8,-7.61,0.009817473532091357,0.0010908303924545952,-0.004363321569818381,-7.0625,-6.5625,22.0625,242.125,-21.25,147.3125,0
37.499,9.3134,2.375,-1.6352,0.0008,0.0024,-0.0091,-71.55,3.6,-44.55,9.7492,0.0503,0.4812,-0.0123,0.0437,-0.0101,-28.8,13.95,1.5,-3.63,-4.8,-7.61,0.009817473532091357,0.0010908303924545952,-0.004363321569818381,-7.0625,-6.5625,22.0625,242.125,-21.25,147.3125,0
37.506,9.3134,2.375,-1.6352,-0.0248,0.0013,-0.0056,-71.55,3.6,-44.55,9.7492,0.0503,0.4812,-0.0104,0.0434,-0.0128,-27.3,12.15,1.5,-3.62,-4.82,-7.63,0.010908303924545953,0.0032724911773637858,-0.004363321569818381,-7.0625,-6.5625,22.0625,242.125,-21.25,147.3125,0
