timestamp,thigh_acc_x,thigh_acc_y,thigh_acc_z,thigh_gyro_x,thigh_gyro_y,thigh_gyro_z,thigh_mag_x,thigh_mag_y,thigh_mag_z,shank_acc_x,shank_acc_y,shank_acc_z,shank_gyro_x,shank_gyro_y,shank_gyro_z,shank_mag_x,shank_mag_y,shank_mag_z,foot_acc_x,foot_acc_y,foot_acc_z,foot_gyro_x,foot_gyro_y,foot_gyro_z,foot_mag_x,foot_mag_y,foot_mag_z,foot_euler_x,foot_euler_y,foot_euler_z,perturbation_event,time_s,thigh_acc_mag,thigh_gyro_mag,shank_acc_mag,shank_gyro_mag,foot_acc_mag,foot_gyro_mag
1776724174.664,-1.9345,-1.0295,10.3525,-1.4885,0.502,-0.0285,-8.25,-10.05,82.65,-2.2218,-0.9649,10.4411,-1.5828,0.5044,-0.0506,-28.2,-20.1,50.1,1.58,0.64,10.84,45.0,-15.0625,-4.1875,44.75,-16.0625,-56.0625,253.88,11.19,-4.06,0,0.0,10.581890981766916,1.5711296891090816,10.718395237161205,1.6619974608885537,10.973221951642097,47.638367546548025
1776724174.674,-1.482,-1.0463,9.6103,-1.6465,0.5883,-0.0344,-7.5,-10.05,81.9,-1.506,-0.7063,9.6103,-1.6193,0.5942,-0.0226,-28.35,-19.05,49.2,1.87,0.6,10.8,66.3125,-23.5,-1.3125,44.75,-16.0625,-56.0625,253.81,11.5,-4.94,0,0.009999990463256836,9.78002728932798,1.7487831483634557,9.753192389161613,1.7250266345769851,10.977107998011133,70.3656188241104
1776724174.684,-1.8316,-1.6448,9.481,-1.4242,0.6797,-0.0448,-7.5,-10.05,81.9,-2.0159,-1.7717,9.6199,-1.5886,0.6368,-0.0386,-29.1,-18.75,50.25,1.73,1.01,10.49,89.25,-29.1875,-1.75,44.75,-16.0625,-56.0625,253.75,11.81,-5.88,0,0.019999980926513672,9.79538088080295,1.5787161777849748,9.987254362936792,1.7119153483744458,10.679564597866339,93.91770416833026
1776724174.694,-1.8148,-2.1045,8.8705,-1.1922,0.6909,-0.053,-6.45,-10.8,81.9,-1.9561,-1.9968,9.1315,-1.3648,0.6579,-0.0661,-29.1,-18.75,50.25,1.66,1.46,9.59,95.875,-34.5,-1.3125,44.75,-16.0625,-56.0625,253.75,11.81,-5.88,0,0.029999971389770508,9.295600547570878,1.3789462099733985,9.549755478544988,1.5165357430670734,9.84150903063143,101.90185612269288
1776724174.701,-1.8076,-2.4852,8.2839,-1.1922,0.6909,-0.053,-5.85,-10.65,83.85,-2.0303,-2.4086,8.6072,-1.1471,0.6576,-0.0634,-27.6,-19.5,49.95,1.65,1.76,9.25,92.5,-37.8125,-1.5,43.5625,-16.75,-56.0,253.69,12.19,-6.75,0,0.03699994087219238,8.835532582136743,1.3789462099733985,9.16555311424248,1.3237430755248543,9.559424668880444,99.94140861649889
1776724174.707,-1.8076,-2.4852,8.2839,-1.019,0.6438,-0.0195,-5.85,-10.65,83.85,-2.0375,-2.66,8.2624,-0.9872,0.5926,-0.0075,-26.85,-21.0,50.25,1.65,1.76,9.25,92.5,-37.8125,-1.5,43.5625,-16.75,-56.0,253.69,12.56,-7.56,0,0.042999982833862305,8.835532582136743,1.205495620066701,8.915955361597543,1.1514316523354742,9.559424668880444,99.94140861649889
1776724174.714,-1.9776,-2.8036,7.6471,-0.8545,0.5281,0.0517,-5.4,-12.3,83.7,-2.0375,-2.66,8.2624,-0.9872,0.5926,-0.0075,-26.85,-21.0,50.25,1.7,2.22,8.72,80.0625,-38.9375,-2.875,43.5625,-16.75,-56.0,253.62,12.88,-8.25,0,0.04999995231628418,8.381480366259888,1.0058492680317463,8.915955361597543,1.1514316523354742,9.157335857114775,89.07524031682429
1776724174.724,-2.2745,-2.8515,7.2688,-0.6648,0.3395,0.1199,-5.55,-12.45,82.05,-2.2553,-2.4612,7.5058,-0.5852,0.2603,0.1332,-27.0,-20.4,50.1,1.72,2.65,8.08,67.125,-38.75,-2.875,43.5625,-16.75,-56.0,253.62,13.25,-8.81,0,0.059999942779541016,8.132641387642762,0.7560392185594607,8.214676936435175,0.6541845076123403,8.675672884566362,77.56025883144022
1776724174.734,-2.3152,-2.4205,6.6702,-0.384,0.1394,0.1537,-5.55,-12.45,82.05,-2.8635,-2.4612,7.4891,-0.3174,0.044,0.1668,-27.9,-20.4,50.4,2.11,3.08,7.02,56.4375,-34.375,0.25,43.5625,-16.75,-56.0,253.5,13.5,-9.25,0,0.06999993324279785,7.463949311858971,0.43647686078416575,8.387118486107132,0.36124922145244825,7.951031379638744,66.08248278666593
1776724174.744,-2.8323,-2.4588,6.7995,-0.0336,-0.1111,0.1929,-5.55,-12.45,82.05,-2.6528,-2.0063,7.7883,0.004,-0.1895,0.2172,-26.7,-19.35,49.35,2.11,2.82,6.57,46.0625,-25.6875,4.4375,43.5625,-16.75,-56.0,253.5,13.5,-9.25,0,0.07999992370605469,7.765360325187751,0.22512791919262257,8.468778212941935,0.2882743311500349,7.454488580714307,52.92724221750081
