timestamp,thigh_acc_x,thigh_acc_y,thigh_acc_z,thigh_gyro_x,thigh_gyro_y,thigh_gyro_z,thigh_mag_x,thigh_mag_y,thigh_mag_z,shank_acc_x,shank_acc_y,shank_acc_z,shank_gyro_x,shank_gyro_y,shank_gyro_z,shank_mag_x,shank_mag_y,shank_mag_z,foot_acc_x,foot_acc_y,foot_acc_z,foot_gyro_x,foot_gyro_y,foot_gyro_z,foot_mag_x,foot_mag_y,foot_mag_z,foot_euler_x,foot_euler_y,foot_euler_z,perturbation_event,time_s,thigh_acc_mag,thigh_gyro_mag,shank_acc_mag,shank_gyro_mag,foot_acc_mag,foot_gyro_mag
1776725466.25,0.0239,-0.1197,9.7181,-0.0184,0.024,0.0056,-0.15,-29.4,57.15,-0.1437,-0.2777,9.7899,-0.0288,0.0003,0.0147,-30.75,-39.0,38.85,-0.17,0.17,9.49,-0.3125,0.125,-0.0625,-28.0,-48.0625,-7.5,359.9375,-1.25,-0.3125,0,0.0,9.718866544510218,0.03075581245878574,9.794891984600953,0.032336047996005944,9.493044822394973,0.3423265984407288
1776725466.255,-0.0311,-0.1389,9.6726,-0.0184,0.024,0.0056,-0.15,-29.4,57.15,-0.1891,-0.2634,9.8904,-0.0277,-0.0061,0.0165,-30.75,-39.0,38.85,-0.24,0.07,9.53,-0.3125,0.125,-0.0625,-28.0,-48.0625,-7.5,359.9375,-1.25,-0.3125,0,0.005000114440917969,9.673647253233911,0.03075581245878574,9.895713745354602,0.03281386901905961,9.533278554621175,0.3423265984407288
1776725466.265,-0.0383,-0.1293,9.6917,-0.0093,0.0325,0.0043,-0.15,-31.95,57.15,-0.1748,-0.2011,9.7971,-0.0216,0.0003,0.0165,-30.15,-39.3,39.0,-0.16,0.11,9.41,-0.1875,-0.125,-0.1875,-28.0,-48.0625,-7.5,359.9375,-1.25,-0.3125,0,0.015000104904174805,9.692638148099826,0.03407682496947156,9.800722660089917,0.027182715096178308,9.412002974925157,0.29315098498896436
1776725466.275,0.0359,-0.1269,9.6965,-0.0115,0.0304,0.0013,-0.15,-31.95,57.15,-0.1556,-0.2131,9.7612,-0.028,0.0005,0.0157,-30.15,-39.3,39.0,-0.19,0.12,9.57,-0.1875,0.0,-0.0625,-28.0,-48.0625,-7.5,359.9375,-1.25,-0.3125,0,0.02500009536743164,9.697396798625908,0.03252844908691467,9.764765660782649,0.0321051397754316,9.572638089889328,0.19764235376052372
1776725466.285,0.0263,-0.1317,9.7731,-0.02,0.0296,0.0008,0.15,-30.15,57.15,-0.1173,-0.328,9.8904,-0.029,-0.0043,0.0112,-30.45,-39.3,40.5,-0.21,0.1,9.5,-0.125,0.125,-0.1875,-28.0,-48.0625,-7.5,359.9375,-1.25,-0.3125,0,0.03500008583068848,9.774022723014307,0.03573233829460368,9.896532496283736,0.03138359444040788,9.50284694183801,0.2576941016011038
1776725466.295,-0.012,-0.1652,9.8593,-0.0144,0.0232,0.0019,-0.15,-30.15,57.45,-0.1844,-0.3376,9.9814,-0.0266,0.0,0.0157,-30.45,-39.3,40.5,-0.23,0.12,9.54,0.0,0.1875,-0.125,-28.0,-48.0625,-7.5,359.9375,-1.25,-0.3125,0,0.04500007629394531,9.860691229827653,0.027371700714424012,9.988809893075352,0.030887699817241165,9.543526601838547,0.22534695471649932
1776725466.3,-0.012,-0.1652,9.8593,-0.0072,0.0253,0.0011,0.0,-31.05,58.65,-0.1844,-0.3376,9.9814,-0.0266,0.0,0.0157,-32.25,-39.45,39.15,-0.23,0.12,9.54,0.1875,0.0625,0.125,-28.375,-48.75,-6.6875,359.9375,-1.25,-0.3125,0,0.04999995231628418,9.860691229827653,0.026327552108010344,9.988809893075352,0.030887699817241165,9.543526601838547,0.23385358667337133
1776725466.305,0.0311,-0.1532,9.6798,-0.0155,0.0248,0.0024,-0.15,-30.45,57.75,-0.1437,-0.2921,9.8282,-0.0248,0.0,0.0197,-32.25,-39.45,39.15,-0.22,0.13,9.66,0.1875,0.0625,0.125,-28.375,-48.75,-6.6875,359.9375,-1.25,-0.3125,0,0.05500006675720215,9.681062208766143,0.029343653487594212,9.83358974840826,0.03167222758190525,9.663379326094987,0.23385358667337133
1776725466.315,-0.0072,-0.1532,9.6606,-0.0165,0.0264,-0.0024,-0.15,-30.45,57.75,-0.0934,-0.2729,9.7947,-0.0274,-0.0032,0.0179,-31.5,-38.7,39.15,-0.17,0.15,9.63,0.0625,-0.0625,0.0,-28.375,-48.75,-6.6875,359.9375,-1.25,-0.3125,0,0.06500005722045898,9.661817346648611,0.031224509603835254,9.798946170890012,0.0328847989198657,9.632668373820414,0.08838834764831845
1776725466.325,0.012,-0.1844,9.7827,-0.0128,0.0258,0.0019,-0.15,-30.45,57.75,-0.1437,-0.3496,9.991,-0.032,-0.0021,0.0155,-31.2,-40.05,39.3,-0.2,0.15,9.47,0.0,-0.0625,-0.125,-28.375,-48.75,-6.6875,359.9375,-1.25,-0.3125,0,0.07500004768371582,9.78444513756401,0.02886329849480132,9.998147370888267,0.035618253747201026,9.473299319666829,0.13975424859373686
