timestamp,thigh_acc_x,thigh_acc_y,thigh_acc_z,thigh_gyro_x,thigh_gyro_y,thigh_gyro_z,thigh_mag_x,thigh_mag_y,thigh_mag_z,shank_acc_x,shank_acc_y,shank_acc_z,shank_gyro_x,shank_gyro_y,shank_gyro_z,shank_mag_x,shank_mag_y,shank_mag_z,foot_acc_x,foot_acc_y,foot_acc_z,foot_gyro_x,foot_gyro_y,foot_gyro_z,foot_mag_x,foot_mag_y,foot_mag_z,foot_euler_x,foot_euler_y,foot_euler_z,perturbation_event
510.851,9.0764,3.5698,-0.9050,-0.1292,-0.0941,-0.0282,-51.9000,10.5000,23.8500,9.5361,1.6376,0.5914,-0.1127,0.0501,0.0357,-59.7000,25.2000,-16.0500,3.1600,4.1300,-8.3100,0.0436,-0.0240,0.0033,-21.5625,-18.8750,22.8750,244.7500,18.7500,-153.8125,0
510.856,9.0764,3.5698,-0.9050,-0.1292,-0.0941,-0.0282,-51.9000,10.5000,23.8500,9.5361,1.6376,0.5914,-0.1015,0.0464,0.0328,-59.7000,25.2000,-16.0500,3.1600,4.1300,-8.3100,0.0436,-0.0240,0.0033,-21.5625,-18.8750,22.8750,244.7500,18.7500,-153.8125,0
510.861,8.9711,3.6847,-0.8882,-0.1972,-0.0909,-0.0336,-51.9000,10.5000,23.8500,9.5984,1.5203,0.4166,-0.1015,0.0464,0.0328,-58.8000,25.8000,-17.7000,3.1800,4.1200,-8.2900,0.0382,-0.0240,0.0044,-22.2500,-17.7500,22.5000,244.8750,18.7500,-153.8125,0
510.866,8.9711,3.6847,-0.8882,-0.1972,-0.0909,-0.0336,-53.5500,10.6500,24.7500,9.5984,1.5203,0.4166,-0.1122,0.0512,0.0325,-58.8000,25.8000,-17.7000,3.1800,4.1200,-8.2900,0.0382,-0.0240,0.0044,-22.2500,-17.7500,22.5000,244.8750,18.7500,-153.8125,0
510.874,8.9471,3.7038,-0.8835,-0.2489,-0.0637,-0.0370,-52.8000,12.1500,22.5000,9.5241,1.6161,0.4453,-0.1178,0.0354,0.0338,-59.5500,24.6000,-16.2000,3.1700,4.0900,-8.2900,0.0316,-0.0207,0.0022,-22.2500,-17.7500,22.5000,244.8750,18.6875,-153.8750,0
510.881,8.8083,3.8068,-0.8739,-0.2731,-0.0520,-0.0309,-52.8000,12.1500,22.5000,9.5696,1.7789,0.4046,-0.1282,0.0370,0.0309,-60.1500,26.4000,-15.6000,3.1700,4.0800,-8.3100,0.0262,-0.0196,0.0011,-22.2500,-17.7500,22.5000,244.8750,18.6875,-153.8750,0
510.886,8.8083,3.8068,-0.8739,-0.2731,-0.0520,-0.0309,-52.0500,10.9500,23.5500,9.5696,1.7789,0.4046,-0.1282,0.0370,0.0309,-60.1500,26.4000,-15.6000,3.1700,4.0800,-8.3100,0.0262,-0.0196,0.0011,-22.2500,-17.7500,22.5000,244.8750,18.6875,-153.8750,0
510.895,8.8921,3.9169,-0.9816,-0.2451,-0.0203,-0.0101,-52.6500,12.0000,23.8500,9.5936,1.7430,0.3807,-0.0986,0.0440,0.0306,-60.1500,26.4000,-15.6000,3.1500,4.1000,-8.3000,0.0229,-0.0218,0.0033,-22.2500,-17.7500,22.5000,244.8750,18.6875,-153.8750,0
510.902,8.8992,3.8882,-0.9242,-0.2076,-0.0133,0.0093,-52.6500,12.0000,23.8500,9.5481,1.6664,0.4764,-0.0946,0.0517,0.0306,-59.5500,26.5500,-16.2000,3.1500,4.1400,-8.2800,0.0251,-0.0196,0.0011,-22.2500,-17.7500,22.5000,244.8750,18.6875,-153.8750,0
510.907,8.8992,3.8882,-0.9242,-0.2076,-0.0133,0.0093,-52.6500,12.0000,23.8500,9.5481,1.6664,0.4764,-0.0946,0.0517,0.0306,-59.5500,26.5500,-16.2000,3.1500,4.1400,-8.2800,0.0251,-0.0196,0.0011,-22.2500,-17.7500,22.5000,244.8750,18.6875,-153.8750,0
510.912,8.7843,3.9672,-0.8116,-0.1908,-0.0245,0.0107,-52.6500,12.0000,23.8500,9.6007,1.8866,0.3663,-0.1071,0.0464,0.0317,-61.6500,25.9500,-17.1000,3.1500,4.1300,-8.2800,0.0196,-0.0185,0.0033,-22.6875,-18.1875,22.5000,244.9375,18.6875,-153.9375,0
510.916,8.7843,3.9672,-0.8116,-0.1908,-0.0245,0.0107,-52.0500,12.4500,23.2500,9.6007,1.8866,0.3663,-0.1071,0.0464,0.0317,-61.6500,25.9500,-17.1000,3.1500,4.1300,-8.2800,0.0196,-0.0185,0.0033,-22.6875,-18.1875,22.5000,244.9375,18.6875,-153.9375,0
510.925,8.8011,4.0606,-0.7518,-0.1857,-0.0112,0.0240,-52.0500,10.6500,23.2500,9.5433,1.8244,0.4190,-0.0703,0.0424,0.0336,-59.4000,26.4000,-15.6000,3.1400,4.1600,-8.2600,0.0185,-0.0175,0.0000,-22.6875,-18.1875,22.5000,244.9375,18.6875,-153.9375,0
510.931,8.7915,4.1300,-0.7901,-0.1391,0.0093,0.0384,-52.0500,10.6500,23.2500,9.5217,1.7573,0.3687,-0.0690,0.0381,0.0357,-60.1500,25.9500,-15.6000,3.1500,4.1600,-8.2900,0.0175,-0.0142,0.0011,-22.6875,-18.1875,22.5000,244.9375,18.6875,-153.9375,0
510.936,8.7915,4.1300,-0.7901,-0.1391,0.0093,0.0384,-52.3500,11.4000,23.2500,9.5217,1.7573,0.3687,-0.0690,0.0381,0.0357,-60.1500,25.9500,-15.6000,3.1500,4.1600,-8.2900,0.0175,-0.0142,0.0011,-22.6875,-18.1875,22.5000,244.9375,18.6250,-153.9375,0
510.945,8.8442,4.3646,-0.7470,-0.0794,0.0096,0.0525,-52.8000,12.4500,23.5500,9.5720,1.7669,0.4573,-0.0762,0.0389,0.0410,-60.3000,25.8000,-16.6500,3.1600,4.1200,-8.3000,0.0142,-0.0120,0.0022,-22.6875,-18.1875,22.5000,244.9375,18.6250,-153.9375,0
