timestamp,thigh_acc_x,thigh_acc_y,thigh_acc_z,thigh_gyro_x,thigh_gyro_y,thigh_gyro_z,thigh_mag_x,thigh_mag_y,thigh_mag_z,shank_acc_x,shank_acc_y,shank_acc_z,shank_gyro_x,shank_gyro_y,shank_gyro_z,shank_mag_x,shank_mag_y,shank_mag_z,foot_acc_x,foot_acc_y,foot_acc_z,foot_gyro_x,foot_gyro_y,foot_gyro_z,foot_mag_x,foot_mag_y,foot_mag_z,foot_euler_x,foot_euler_y,foot_euler_z,perturbation_event
1777067464.524,2.5498,5.9544,-7.6591,0.0533,0.0706,0.0195,-4.8000,38.4000,-15.4500,9.4523,-1.0965,2.4469,-0.0813,0.0261,-0.0075,-58.6500,7.5000,10.0500,4.5500,2.3900,-8.3100,-0.0196,0.0175,-0.0011,-20.2500,-33.2500,19.1875,312.7500,27.4375,-162.9375,0
1777067464.531,2.5570,5.9233,-7.8769,0.0181,0.0061,-0.0029,-4.8000,38.4000,-15.4500,9.4595,-1.0439,2.4804,-0.1434,0.0173,-0.0189,-57.4500,7.5000,10.8000,4.5600,2.4200,-8.3700,-0.0229,0.0131,0.0022,-20.2500,-33.2500,19.1875,312.7500,27.4375,-162.9375,0
1777067464.536,2.3439,5.8658,-7.9440,0.0043,-0.0541,-0.0203,-4.8000,38.4000,-15.4500,9.3948,-0.9074,2.0542,-0.1657,0.0141,-0.0221,-57.4500,7.5000,10.8000,4.5600,2.4200,-8.3700,-0.0229,0.0131,0.0022,-20.2500,-33.2500,19.1875,312.7500,27.4375,-162.9375,0
1777067464.544,2.3439,5.8658,-7.9440,-0.0408,-0.0834,-0.0381,-3.4500,37.6500,-13.9500,9.5624,-0.7230,2.2338,-0.1657,0.0141,-0.0221,-58.9500,6.4500,9.7500,4.5200,2.4100,-8.3400,-0.0262,0.0055,0.0076,-20.2500,-33.2500,19.1875,312.7500,27.4375,-162.9375,0
1777067464.553,2.2266,5.8035,-7.9033,-0.0408,-0.0834,-0.0381,-3.7500,37.2000,-14.4000,9.4164,-0.8715,2.4301,-0.1082,0.0264,-0.0357,-58.2000,7.2000,9.7500,4.6700,2.3700,-8.2900,-0.0305,0.0011,0.0109,-20.2500,-33.2500,19.1875,312.8125,27.4375,-162.9375,0
1777067464.558,2.2314,5.7868,-7.9248,-0.0730,-0.0482,-0.0394,-3.6000,38.2500,-13.8000,9.4164,-0.8715,2.4301,-0.0815,0.0304,-0.0493,-58.2000,7.2000,9.7500,4.6700,2.3700,-8.2900,-0.0305,0.0011,0.0109,-20.2500,-33.2500,19.1875,312.8125,27.4375,-162.9375,0
1777067464.563,2.2314,5.7868,-7.9248,-0.0730,-0.0482,-0.0394,-3.6000,38.2500,-13.8000,9.6367,-0.8739,2.5857,-0.0815,0.0304,-0.0493,-58.2000,7.2000,9.7500,4.3800,2.3800,-8.4200,-0.0382,0.0022,0.0055,-21.0625,-33.8750,19.5625,312.8125,27.4375,-162.9375,0
1777067464.567,2.3750,5.8730,-7.7069,-0.0930,-0.0280,-0.0176,-5.2500,36.9000,-13.6500,9.6367,-0.8739,2.5857,-0.0610,0.0165,-0.0690,-58.9500,6.7500,10.0500,4.3800,2.3800,-8.4200,-0.0382,0.0022,0.0055,-21.0625,-33.8750,19.5625,312.8125,27.4375,-162.9375,0
1777067464.572,2.3750,5.8730,-7.7069,-0.0930,-0.0280,-0.0176,-5.2500,36.9000,-13.6500,9.6151,-1.0056,2.6217,-0.0610,0.0165,-0.0690,-58.9500,6.7500,10.0500,4.4500,2.5400,-8.4200,-0.0513,0.0142,0.0065,-21.0625,-33.8750,19.5625,312.8125,27.4375,-162.8750,0
1777067464.577,2.4157,5.8897,-7.5178,-0.0991,-0.0440,-0.0104,-5.2500,36.9000,-13.6500,9.6151,-1.0056,2.6217,-0.0658,-0.0061,-0.0975,-58.9500,6.7500,10.0500,4.4500,2.5400,-8.4200,-0.0513,0.0142,0.0065,-21.0625,-33.8750,19.5625,312.8125,27.4375,-162.8750,0
1777067464.584,2.2338,6.0669,-7.6423,-0.0946,-0.0354,-0.0043,-5.2500,36.9000,-13.6500,9.5768,-0.8787,2.5450,-0.0903,-0.0290,-0.1098,-58.9500,6.7500,10.0500,4.5200,2.4100,-8.4500,-0.0480,0.0284,0.0055,-21.0625,-33.8750,19.5625,312.8125,27.4375,-162.8750,0
1777067464.593,2.1261,6.1651,-7.5992,-0.0967,-0.0341,0.0003,-3.7500,37.6500,-13.9500,9.4547,-0.8811,2.2865,-0.1274,-0.0285,-0.1279,-56.5500,6.9000,9.9000,4.5400,2.3600,-8.4200,-0.0524,0.0371,0.0098,-21.0625,-33.8750,19.5625,312.8125,27.5000,-162.8750,0
1777067464.598,2.1261,6.1651,-7.5992,-0.0967,-0.0341,0.0003,-3.7500,37.6500,-12.9000,9.4547,-0.8811,2.2865,-0.1274,-0.0285,-0.1279,-58.3500,7.8000,9.6000,4.5400,2.3600,-8.4200,-0.0600,0.0371,0.0131,-21.0625,-33.8750,19.5625,312.8125,27.5000,-162.8125,0
1777067464.605,1.9489,6.1483,-7.3670,-0.1079,-0.0741,0.0237,-4.0500,37.6500,-12.9000,9.2751,-0.6464,2.2146,-0.1343,-0.0080,-0.1529,-58.3500,7.8000,9.6000,4.5800,2.3800,-8.3900,-0.0600,0.0371,0.0131,-21.0625,-33.8750,19.5625,312.8125,27.5000,-162.8125,0
1777067464.610,1.9489,6.1483,-7.3670,-0.1079,-0.0741,0.0237,-4.0500,37.6500,-16.5000,9.2751,-0.6464,2.2146,-0.1343,-0.0080,-0.1529,-57.3000,4.6500,10.6500,4.5800,2.3800,-8.3900,-0.0600,0.0371,0.0131,-20.6875,-33.8750,19.5625,312.8125,27.5000,-162.8125,0
1777067464.615,1.7573,6.2010,-7.1922,-0.1556,-0.1111,0.0437,-3.4500,38.7000,-14.4000,9.2464,-0.5459,2.0590,-0.1164,0.0205,-0.1684,-57.3000,4.6500,10.6500,4.5600,2.4200,-8.3300,-0.0753,0.0404,0.0153,-20.6875,-33.8750,19.5625,312.8125,27.5000,-162.8125,0
1777067464.619,1.7573,6.2010,-7.1922,-0.1556,-0.1111,0.0437,-3.4500,38.7000,-14.4000,9.2464,-0.5459,2.0590,-0.1164,0.0205,-0.1684,-58.8000,7.3500,10.3500,4.5600,2.4200,-8.3300,-0.0753,0.0404,0.0153,-20.6875,-33.8750,19.5625,312.8750,27.5625,-162.7500,0
1777067464.624,1.6400,6.1531,-7.1658,-0.2068,-0.1183,0.0648,-3.4500,38.7000,-14.4000,9.2105,-0.3807,2.1931,-0.0469,0.0413,-0.1748,-58.8000,7.3500,10.3500,4.5300,2.5600,-8.2800,-0.0905,0.0393,0.0142,-20.6875,-33.8750,19.5625,312.8750,27.5625,-162.7500,0
